year,title_cn,views,author_cn
2021,新冠肺炎疫情大流行对国际科技发展的影响及其启示,2220,曹玲静
2021,新冠肺炎疫情大流行对国际科技发展的影响及其启示,2220,张志强
2021,“一带一路”陆海贸易通道耦合协调性评价研究,1414,兰筱琳
2021,“一带一路”陆海贸易通道耦合协调性评价研究,1414,兰国政
2021,科技支撑精准扶贫助推水城县脱贫摘帽团队,1064,not_specified
2021,西北内陆区极端环境生态系统修复理论、技术及其应用团队,1062,not_specified
2021,高产多不饱和脂肪酸菌种创制和产业化关键技术,978,not_specified
2021,政策速览（2021年10月）,1034,not_specified
2021,趋势观察：生命科学领域伦理治理现状与趋势,1335,not_specified
2021,数据资讯：中国科学院战略性先导科技专项（B类）进展,1229,not_specified
2021,科学·接触,964,not_specified
2021,2020年度国家科学技术奖励大会在北京隆重召开,1102,not_specified
2021,中国科学院获2020年度国家科学技术奖三大奖通用项目,1048,not_specified
2021,欢迎订阅《中国科学院院刊》,987,not_specified
2021,目录,2659,not_specified
2021,科学研究模式变迁：有组织的基础研究,5427,潘教峰
2021,科学研究模式变迁：有组织的基础研究,5427,鲁晓
2021,科学研究模式变迁：有组织的基础研究,5427,王光辉
2021,开展“有组织的基础研究”：任务布局与战略科技力量,3815,万劲波
2021,开展“有组织的基础研究”：任务布局与战略科技力量,3815,张凤
2021,开展“有组织的基础研究”：任务布局与战略科技力量,3815,潘教峰
2021,对科学研究的新认识,1964,杜鹏
2021,对科学研究的新认识,1964,沈华
2021,对科学研究的新认识,1964,张凤
2021,新时代国家自然科学基金在国家创新体系中的战略定位,3636,程建平
2021,新时代国家自然科学基金在国家创新体系中的战略定位,3636,陈丽
2021,新时代国家自然科学基金在国家创新体系中的战略定位,3636,郑永和
2021,新时代国家自然科学基金在国家创新体系中的战略定位,3636,张剑
2021,优化科学基金同行评议机制的思考,5314,陈光
2021,优化科学基金同行评议机制的思考,5314,陈凯华
2021,优化科学基金同行评议机制的思考,5314,龚旭
2021,优化科学基金同行评议机制的思考,5314,苑怡
2021,优化科学基金同行评议机制的思考,5314,方新
2021,优化科学基金资助政策，助力基础研究高质量发展,3542,汪寿阳
2021,优化科学基金资助政策，助力基础研究高质量发展,3542,陶睿
2021,优化科学基金资助政策，助力基础研究高质量发展,3542,王珏
2021,深化国家自然科学基金国际合作的战略思考,2167,穆荣平
2021,深化国家自然科学基金国际合作的战略思考,2167,马双
2021,深化国家自然科学基金国际合作的战略思考,2167,陈凯华
2021,深化国家自然科学基金国际合作的战略思考,2167,刘云
2021,国家自然科学基金如何更好地引导基础研究多元投入？,1995,李正风
2021,国家自然科学基金如何更好地引导基础研究多元投入？,1995,武晨箫
2021,国家自然科学基金如何更好地引导基础研究多元投入？,1995,黄璐
2021,国家自然科学基金如何更好地引导基础研究多元投入？,1995,薛薇
2021,科学基金资助机构视角下的科学数据管理研究,2061,赵秋红
2021,科学基金资助机构视角下的科学数据管理研究,2061,李元睿
2021,科学基金资助机构视角下的科学数据管理研究,2061,邓修权
2021,科学基金资助机构视角下的科学数据管理研究,2061,张楚
2021,科学基金资助机构视角下的科学数据管理研究,2061,张保丰
2021,欧盟碳中和政策体系评述及启示,5019,董利苹
2021,欧盟碳中和政策体系评述及启示,5019,曾静静
2021,欧盟碳中和政策体系评述及启示,5019,曲建升
2021,欧盟碳中和政策体系评述及启示,5019,裴惠娟
2021,欧盟碳中和政策体系评述及启示,5019,廖琴
2021,欧盟碳中和政策体系评述及启示,5019,刘燕飞
2021,欧盟碳中和政策体系评述及启示,5019,刘莉娜
2021,欧盟碳中和政策体系评述及启示,5019,秦冰雪
2021,国外主要科学资助机构推动科研人员参与科学传播的做法与启示,2925,齐昆鹏
2021,国外主要科学资助机构推动科研人员参与科学传播的做法与启示,2925,张志旻
2021,国外主要科学资助机构推动科研人员参与科学传播的做法与启示,2925,贾雷坡
2021,国外主要科学资助机构推动科研人员参与科学传播的做法与启示,2925,杨曦
2021,国外主要科学资助机构推动科研人员参与科学传播的做法与启示,2925,张云晓
2021,国外主要科学资助机构推动科研人员参与科学传播的做法与启示,2925,高天晓
2021,国外主要科学资助机构推动科研人员参与科学传播的做法与启示,2925,王聪
2021,高端科技智库开展“双碳”战略研究思考,1874,宋大伟
2021,生物技术助力黑土地保护性利用的应用与思考,3081,宋显伟
2021,生物技术助力黑土地保护性利用的应用与思考,3081,张保才
2021,生物技术助力黑土地保护性利用的应用与思考,3081,白洋
2021,生物技术助力黑土地保护性利用的应用与思考,3081,潘多峰
2021,生物技术助力黑土地保护性利用的应用与思考,3081,邓向东
2021,生物技术助力黑土地保护性利用的应用与思考,3081,王竑晟
2021,生物技术助力黑土地保护性利用的应用与思考,3081,孙波
2021,生物技术助力黑土地保护性利用的应用与思考,3081,曹晓风
2021,国际开源发展经验及其对我国开源创新体系建设的启示,4226,隆云滔
2021,国际开源发展经验及其对我国开源创新体系建设的启示,4226,王晓明
2021,国际开源发展经验及其对我国开源创新体系建设的启示,4226,顾荣
2021,国际开源发展经验及其对我国开源创新体系建设的启示,4226,包云岗
2021,绿洲-荒漠共生关系实验模拟平台（绿洲-荒漠平台）,2851,李彦
2021,绿洲-荒漠共生关系实验模拟平台（绿洲-荒漠平台）,2851,郑新军
2021,绿洲-荒漠共生关系实验模拟平台（绿洲-荒漠平台）,2851,王玉刚
2021,绿洲-荒漠共生关系实验模拟平台（绿洲-荒漠平台）,2851,徐贵青
2021,绿洲-荒漠共生关系实验模拟平台（绿洲-荒漠平台）,2851,刘冉
2021,政策速览（2021年11月）,1156,not_specified
2021,数据资讯：洞悉全球传染病研究历程,1091,not_specified
2021,有组织的基础研究,1081,not_specified
2021,使命驱动的建制化基础研究——中国科学院“基础研究十条”,1433,not_specified
2021,绿洲-荒漠共生关系实验模拟平台（绿洲-荒漠平台）,1129,not_specified
2021,欢迎订阅《中国科学院院刊》,1104,not_specified
2021,目录,998,not_specified
2021,编者按,867,not_specified
2021,低温扫描隧道显微镜-分子束外延联合系统/变温扫描隧道显微镜系统,2364,not_specified
2021,低温扫描隧道显微镜,1117,not_specified
2021,高通量激光分子束外延-低温扫描隧道显微镜联合系统,1228,not_specified
2021,无液氦（干式）超导磁体原子分辨扫描隧道显微镜、磁力显微镜,1115,not_specified
2021,时间分辨超快透射电子显微镜系统,1055,not_specified
2021,显微共焦拉曼荧光光谱测量模块,1033,not_specified
2021,激光测距测控一体机,984,not_specified
2021,大功率中红外激光器,937,not_specified
2021,短波连续紫外激光器,945,not_specified
2021,1 PW超强超短激光器,998,not_specified
2021,10 PW超强超短激光器,907,not_specified
2021,高重频钛宝石飞秒激光放大器,1034,not_specified
2021,多波长飞秒全固态激光器,831,not_specified
2021,超窄线宽稳频激光系统,896,not_specified
2021,大功率红绿蓝单频激光器,962,not_specified
2021,大型平行光管,952,not_specified
2021,软X射线分幅相机,1085,not_specified
2021,皮秒条纹相机,994,not_specified
2021,系列条纹相机,1147,not_specified
2021,靶斑仪,884,not_specified
2021,系列氦质谱检漏仪,809,not_specified
2021,大口径高结构刚度碳化硅反射镜,825,not_specified
2021,高精度复杂曲面智能光学加工系统,1217,not_specified
2021,1.2 m望远镜激光测月系统,885,not_specified
2021,1 m口径光学望远镜,757,not_specified
2021,400 mm口径光学望远镜,916,not_specified
2021,激光雷达望远镜,926,not_specified
2021,大口径标准镜面,879,not_specified
2021,高精度光学镜面,833,not_specified
2021,中子斩波器,844,not_specified
2021,超精密纳米压电位移台,1061,not_specified
2021,VLBI数据采集系统,1102,not_specified
2021,图像增强型镜头模块,818,not_specified
2021,单频激光噪声测试仪,1027,not_specified
2021,量子态控制与读出系统,861,not_specified
2021,脉冲式电子顺磁共振谱仪,892,not_specified
2021,全光驱动高能电子束,759,not_specified
2021,被动型星载氢原子钟,979,not_specified
2021,星载铷原子钟,895,not_specified
2021,芯片原子钟,1131,not_specified
2021,时间服务器,895,not_specified
2021,RNSS授时型接收机,892,not_specified
2021,授时信号模拟器,961,not_specified
2021,标准时间复现设备,960,not_specified
2021,网络精密时间服务器,808,not_specified
2021,NTSC高精度光纤时间频率传递设备,853,not_specified
2021,共视远程比对测量仪,865,not_specified
2021,宽带数字化脉冲星终端,916,not_specified
2021,皮秒高压脉冲源,904,not_specified
2021,太赫兹超导探测器芯片系列,913,not_specified
2021,超导纳米线单光子探测系统,903,not_specified
2021,硅探测器,893,not_specified
2021,CsI（Tl）闪烁晶体探头,978,not_specified
2021,翠鸟新型锁相放大器,923,not_specified
2021,旗形光学面形仪,794,not_specified
2021,便携式伽玛射线成像仪,929,not_specified
2021,伽玛射线成像仪,999,not_specified
2021,便携式核素识别仪,1109,not_specified
2021,个人辐射报警仪,876,not_specified
2021,紫外日盲型光电倍增管,1043,not_specified
2021,快响应光电倍增管/微通道板型光电倍增管,1004,not_specified
2021,磁通门磁强计,916,not_specified
2021,场发射枪扫描电子显微镜,879,not_specified
2021,基于可调谐深紫外激光光源的近常压光发射电子显微镜,768,not_specified
2021,深紫外激光光发射电子显微镜,928,not_specified
2021,二阶非线性光学测试仪,950,not_specified
2021,膜乳化器系列设备,803,not_specified
2021,冷喷涂设备,856,not_specified
2021,热丝法化学气相沉积设备,986,not_specified
2021,集束型纳米薄膜生长系统,776,not_specified
2021,磁控溅射台,923,not_specified
2021,原子层沉积系统,851,not_specified
2021,碳化硅晶体生长炉,847,not_specified
2021,高能衍射仪,877,not_specified
2021,分子束外延系统,1137,not_specified
2021,等离子体化学气相沉积镀膜设备,970,not_specified
2021,蒸发镀膜设备,827,not_specified
2021,掠角入射沉积电子束蒸发设备,1734,not_specified
2021,有机薄膜太阳能电池/OLED沉积设备,810,not_specified
2021,蒸发源及控制器,1098,not_specified
2021,400—600 MHz高场磁共振波谱仪,791,not_specified
2021,深紫外/红外离子化质谱光谱仪,860,not_specified
2021,高灵敏在线光电离飞行时间质谱仪,902,not_specified
2021,皮秒单光子发光光谱仪,813,not_specified
2021,中性团簇红外光谱装置,750,not_specified
2021,交叉分子束-里德堡态氢原子飞行时间谱装置,978,not_specified
2021,紫外-可见区激光三联拉曼光谱仪,757,not_specified
2021,复杂环境气敏传感器测试系统,773,not_specified
2021,源表级多通道气体敏感测试平台,895,not_specified
2021,多相反应器内非均相流动特性测量系统,868,not_specified
2021,多相反应器内非均相混合特性测量系统,833,not_specified
2021,多功能内耗仪,821,not_specified
2021,多维跨尺度材料热性能测量仪,766,not_specified
2021,仪器分子泵,780,not_specified
2021,系列磁悬浮分子泵,857,not_specified
2021,中子分析用高温炉,886,not_specified
2021,微颗粒实时在线监测仪,842,not_specified
2021,激光共聚焦法流体液膜厚度及物性测量仪,970,not_specified
2021,分子吸附动力学原位测试系统,833,not_specified
2021,便携式离子阱颗粒质谱,803,not_specified
2021,单纵模纳秒脉冲光参量振荡器,728,not_specified
2021,程序升温脱附系统,848,not_specified
2021,流通池荧光检测器,877,not_specified
2021,离子阱毒品现场鉴别仪,889,not_specified
2021,便携式、台式爆炸物、毒品痕量检测仪,787,not_specified
2021,激光闪光光谱仪（纳秒瞬态光谱仪）,907,not_specified
2021,系列化深紫外全固态激光器,1000,not_specified
2021,大能量飞秒光纤激光器,1217,not_specified
2021,超快激光精密加工设备,946,not_specified
2021,实时高速视觉系统,861,not_specified
2021,600 mm激光干涉仪（含拼接装置）,885,not_specified
2021,平面激光干涉仪,980,not_specified
2021,激光模拟单粒子效应测试系统,859,not_specified
2021,激光模拟剂量率测试系统,873,not_specified
2021,光刻机系列,957,not_specified
2021,高密度等离子体刻蚀机,953,not_specified
2021,深紫外准分子激光器系列产品,867,not_specified
2021,激光划片机,841,not_specified
2021,高速高精密激光调阻机,883,not_specified
2021,机载双频激光雷达,1008,not_specified
2021,任意序列发生器,798,not_specified
2021,双光子3D打印系统,949,not_specified
2021,光栅系列（平面刻划光栅、平面全息光栅、曲面全息光栅）,990,not_specified
2021,高性能光学滤光片系列（荧光滤光片、诱导透射滤光片等）,834,not_specified
2021,绝对式光栅尺,846,not_specified
2021,镜面偏心间隔一体化检测系统,902,not_specified
2021,高通量智能音视频处理一体机,985,not_specified
2021,智能环形抛光机,903,not_specified
2021,系列真空泵,863,not_specified
2021,毫米波人体成像安全检查设备,845,not_specified
2021,LIBS元素成分非接触式快速分析仪,971,not_specified
2021,线阵列X射线探测器,855,not_specified
2021,双通道辐射剂量检测与连锁控制器,860,not_specified
2021,多维步态测试系统,822,not_specified
2021,微小部件高速高精度自动分拣装备,788,not_specified
2021,相干光场波前测量仪,835,not_specified
2021,高精度电光晶体定向仪,1265,not_specified
2021,发动机内窥光纤火焰传感器,806,not_specified
2021,柔性力敏传感器,894,not_specified
2021,超高精度压力传感器,915,not_specified
2021,微型电场传感器,910,not_specified
2021,半导体泵浦激光放大器,912,not_specified
2021,光电放大器,876,not_specified
2021,超级基站,756,not_specified
2021,卫星移动通信终端综合测试仪,824,not_specified
2021,高温超导接收前端,874,not_specified
2021,空间环境模拟设备,1009,not_specified
2021,交会灯 舱内灯,813,not_specified
2021,空间细胞生物反应器,776,not_specified
2021,氟油检漏平台,856,not_specified
2021,坚固-工业耐辐射摄像机,799,not_specified
2021,激光跟踪仪,908,not_specified
2021,工业全站仪,797,not_specified
2021,传输线脉冲发生器,1008,not_specified
2021,功率器件闩锁测试系统,821,not_specified
2021,二维机械手,834,not_specified
2021,皮安电流测量仪,983,not_specified
2021,全隔离高精度多路脉冲同步触发系统,835,not_specified
2021,微波辐射粮食快速干燥机,877,not_specified
2021,高精度磁强计,946,not_specified
2021,全天相机/全天域极光监测仪,928,not_specified
2021,全自动差分像运动大气视宁度监测仪,830,not_specified
2021,光学湍流与风廓线仪,797,not_specified
2021,二噁英大气采样仪,873,not_specified
2021,全天空气辉成像仪,857,not_specified
2021,全天空云图仪,851,not_specified
2021,大气成分差分光学吸收光谱在线监测系统,914,not_specified
2021,大气痕量气体成像差分吸收光谱仪,853,not_specified
2021,大气过氧自由基测量仪,1001,not_specified
2021,便携式多组份气体紫外分析仪,794,not_specified
2021,亚硝酸在线分析仪,943,not_specified
2021,便携式挥发性有机物分析仪,871,not_specified
2021,便携式傅里叶红外多组分气体分析仪,843,not_specified
2021,机动车排放超细颗粒物数浓度监测仪,1282,not_specified
2021,气态亚硝酸在线检测仪,909,not_specified
2021,全天域极光/气辉高光谱成像仪,758,not_specified
2021,农田氨挥发原位实时监测系统,935,not_specified
2021,质子转移反应质谱仪,1164,not_specified
2021,大气臭氧观测激光雷达,935,not_specified
2021,地面电磁探测系统,906,not_specified
2021,探地雷达,1021,not_specified
2021,高精度测温链,839,not_specified
2021,超声风速温度仪,857,not_specified
2021,天光背景测量仪,943,not_specified
2021,太阳辐射计,926,not_specified
2021,感应式磁场传感器,901,not_specified
2021,深海水声数据采集记录系统,926,not_specified
2021,深海声学应答释放器,777,not_specified
2021,6 000 m级可视化可控轻型柱状取样器,946,not_specified
2021,深海高光谱成像仪,959,not_specified
2021,深海多参数剖面观测浮标,795,not_specified
2021,实时通信潜标,878,not_specified
2021,漂流浮标,964,not_specified
2021,三锚式浮标综合观测平台,866,not_specified
2021,腐蚀传感器,907,not_specified
2021,基于大型浮标的自由伸缩式海洋剖面观测平台,895,not_specified
2021,单模多卡北斗通信模块,831,not_specified
2021,海岛近岸水文监测系统,879,not_specified
2021,海底地震仪,981,not_specified
2021,冻融循环测试系统,839,not_specified
2021,小型绝对重力仪,897,not_specified
2021,超低温电池,840,not_specified
2021,漫反射标准参照板,861,not_specified
2021,大动态范围积分球辐射源,717,not_specified
2021,污染物分布红外光谱成像遥测系统,922,not_specified
2021,水质监测水面机器人,1362,not_specified
2021,水体藻类在线/原位监测仪,970,not_specified
2021,两虫检测自动识别系统,1218,not_specified
2021,浮游动物原位探测超分辨三维成像系统,901,not_specified
2021,光纤信号采集器,970,not_specified
2021,光纤地震计,935,not_specified
2021,分布式光纤声传感系统,873,not_specified
2021,便携式土壤碳通量自动测量系统,893,not_specified
2021,数字化三维高清钻孔摄像系统,922,not_specified
2021,地下流体分层保真取样仪,855,not_specified
2021,地应力测井机器人,998,not_specified
2021,腔增强反照率光谱仪,847,not_specified
2021,智能厌氧制备系统,793,not_specified
2021,小型荧光检测模块,787,not_specified
2021,有机固废好氧快速发酵系统,841,not_specified
2021,TIRF单分子显微镜,797,not_specified
2021,STED超分辨光学显微镜,894,not_specified
2021,STED超分辨光学显微镜,775,not_specified
2021,激光扫描共聚焦显微镜,865,not_specified
2021,三维结构光照明超分辨显微镜,1003,not_specified
2021,高场磁共振射频线圈及其发射接收功能链路,894,not_specified
2021,光泵原子磁力计脑磁图,877,not_specified
2021,7T小动物磁共振成像,933,not_specified
2021,乳腺/灵长类诊断正电子发射断层成像系统,792,not_specified
2021,小动物能谱显微CT,862,not_specified
2021,小动物光学和光声断层多模融合分子影像设备,852,not_specified
2021,小动物在体自发荧光断层分子影像设备,910,not_specified
2021,小动物光学多模融合分子影像成像系统,948,not_specified
2021,四维在体光学投影断层成像系统,893,not_specified
2021,三维实时在体神经功能回路成像系统,756,not_specified
2021,高场磁共振射频线圈,809,not_specified
2021,超高通量基因测序仪,853,not_specified
2021,单细胞拉曼分选-测序耦合系统,936,not_specified
2021,高通量流式拉曼分选仪,978,not_specified
2021,单细胞扩增测序系统,954,not_specified
2021,芯片式高通量数字化核酸分析仪,773,not_specified
2021,自动化核酸快速提取仪,928,not_specified
2021,超微量DNA自动提取检测工作站,838,not_specified
2021,全自动干细胞诱导培养设备,834,not_specified
2021,基于自发光技术的新型抗菌药物活体筛选系统,895,not_specified
2021,克隆挑取仪,774,not_specified
2021,单细胞精准分选仪,891,not_specified
2021,单细胞微液滴分选系统,884,not_specified
2021,临床单细胞拉曼药敏性快检仪,876,not_specified
2021,非晶镍钛支持膜透射电镜载网,968,not_specified
2021,超薄切片自动收集器,746,not_specified
2021,平场复消色差显微物镜,983,not_specified
2021,微型高频超声换能器,1004,not_specified
2021,三重四极杆质谱仪,936,not_specified
2021,双通道纳米颗粒示踪分析仪,1101,not_specified
2021,生物分子界面分析仪,874,not_specified
2021,智能化蛋白层析系统,881,not_specified
2021,离子束生物工程装置,813,not_specified
2021,"小氢新,TM,便携式氢氧仪",1042,not_specified
2021,中国人群嗅觉识别测试棒,1050,not_specified
2021,高真空低温光电关联荧光成像仪,1298,not_specified
2021,认知障碍康复训练系统,1066,not_specified
2021,人体多生理参数检测系统,784,not_specified
2021,血管内光/声多模态、多尺度成像系统,1197,not_specified
2021,人体肺部气体磁共振成像系统,899,not_specified
2021,穿刺手术导航系统,859,not_specified
2021,轻量型锥束CT成像系统,879,not_specified
2021,健康管理系统（一体机、随诊包）,796,not_specified
2021,生物特征光谱识别仪,934,not_specified
2021,人与动物血液细胞非接触式识别仪,781,not_specified
2021,心血管功能测试仪,801,not_specified
2021,肺功能测试仪,902,not_specified
2021,动脉硬化检测仪,833,not_specified
2021,呼吸热量代谢测试仪,982,not_specified
2021,身体成分分析仪,816,not_specified
2021,单粒种子品质智能化无损通量检测分选仪器,849,not_specified
2021,消毒防疫机器人,845,not_specified
2021,黄曲霉毒素荧光检测器,868,not_specified
2021,触角电位测量系统,772,not_specified
2021,科研型-光镊微操作仪,1103,not_specified
2021,五面投影虚拟仿真CAVE系统,849,not_specified
2021,目录,430,not_specified
2021,肩负起实现高水平科技自立自强的时代重任,603,侯建国
2021,坚持对标对表 秉持优良传统 建强力学领域“国家队”,802,刘桂菊
2021,打造专业领域的“国家队”，努力肩负起高水平科技自立自强重任,620,汪鹏飞
2021,第二次青藏科考服务青藏高原生态文明高地建设,871,姚檀栋
2021,第二次青藏科考服务青藏高原生态文明高地建设,871,徐祥德
2021,第二次青藏科考服务青藏高原生态文明高地建设,871,欧阳志云
2021,第二次青藏科考服务青藏高原生态文明高地建设,871,傅伯杰
2021,第二次青藏科考服务青藏高原生态文明高地建设,871,施鹏
2021,第二次青藏科考服务青藏高原生态文明高地建设,871,陈发虎
2021,第二次青藏科考服务青藏高原生态文明高地建设,871,丁林
2021,第二次青藏科考服务青藏高原生态文明高地建设,871,吴福元
2021,第二次青藏科考服务青藏高原生态文明高地建设,871,崔鹏
2021,第二次青藏科考服务青藏高原生态文明高地建设,871,葛全胜
2021,第二次青藏科考服务青藏高原生态文明高地建设,871,安宝晟
2021,第二次青藏科考服务青藏高原生态文明高地建设,871,王伟财
2021,聚焦主责主业，促进健康和谐——心理学“国家队”的职责、使命与担当,636,傅小兰
2021,聚焦主责主业，促进健康和谐——心理学“国家队”的职责、使命与担当,636,王亮
2021,聚焦主责主业，促进健康和谐——心理学“国家队”的职责、使命与担当,636,黄端
2021,打造空间科学“梦之队”努力实现高水平科技自立自强,791,王赤
2021,秉承科技报国初心，聚力国家“双碳”目标,612,王一
2021,秉承科技报国初心，聚力国家“双碳”目标,612,金玉奇
2021,秉承科技报国初心，聚力国家“双碳”目标,612,曹大泉
2021,秉承科技报国初心，聚力国家“双碳”目标,612,李振涛
2021,秉承科技报国初心，聚力国家“双碳”目标,612,关佳宁
2021,秉承科技报国初心，聚力国家“双碳”目标,612,王书诏
2021,秉承科技报国初心，聚力国家“双碳”目标,612,肖宇
2021,秉承科技报国初心，聚力国家“双碳”目标,612,张晨
2021,秉承科技报国初心，聚力国家“双碳”目标,612,孙军
2021,秉承科技报国初心，聚力国家“双碳”目标,612,刘中民
2021,我国精密仪器与装备发展的现状分析与对策建议,801,贾平
2021,聚焦东北黑土区农业生态 强化科技支撑国家粮食安全,570,姜明
2021,聚焦东北黑土区农业生态 强化科技支撑国家粮食安全,570,武海涛
2021,聚焦东北黑土区农业生态 强化科技支撑国家粮食安全,570,李娜
2021,聚焦东北黑土区农业生态 强化科技支撑国家粮食安全,570,刘俊杰
2021,聚焦东北黑土区农业生态 强化科技支撑国家粮食安全,570,李禄军
2021,关于中国科学院支撑航天强国科技力量发展的思考,664,胡海鹰
2021,关于中国科学院支撑航天强国科技力量发展的思考,664,郭崇滨
2021,科学岛使命驱动的建制化科研模式探索与实践,676,刘建国
2021,科学岛使命驱动的建制化科研模式探索与实践,676,黄晨光
2021,大力培养使用战略科学家，夯实国家战略科技力量,967,陈凯华
2021,大力培养使用战略科学家，夯实国家战略科技力量,967,施一
2021,大力培养使用战略科学家，夯实国家战略科技力量,967,李博强
2021,大力培养使用战略科学家，夯实国家战略科技力量,967,杨捷
2021,强化国家战略科技力量 支撑高水平科技自立自强,590,not_specified
2021,《中国科学院院刊》“强化国家战略科技力量 支撑高水平科技自立自强”专刊编者按,462,not_specified
2021,《中国科学院院刊》2021年封面墙,486,not_specified
2021,欢迎订阅《中国科学院院刊》,438,not_specified
2020,目录,1612,not_specified
2020,卷首语,1649,白春礼
2020,迎接融合科学与科学数据开放共享新时代,1934,本刊特约评论员
2020,“融合科学”新范式及其对开放数据的要求,3411,肖小溪
2020,“融合科学”新范式及其对开放数据的要求,3411,甘泉
2020,“融合科学”新范式及其对开放数据的要求,3411,蒋芳
2020,“融合科学”新范式及其对开放数据的要求,3411,陈捷
2020,“融合科学”新范式及其对开放数据的要求,3411,李晓轩
2020,科研数据开放的国际实践及对我国的启示,2856,阿儒涵
2020,科研数据开放的国际实践及对我国的启示,2856,吴丛
2020,科研数据开放的国际实践及对我国的启示,2856,李晓轩
2020,美国国家科学基金会对融合研究的资助及启示,3334,樊春良
2020,美国国家科学基金会对融合研究的资助及启示,3334,李东阳
2020,美国国家科学基金会对融合研究的资助及启示,3334,樊天
2020,美国科赫研究所开展融合科学的实践与启示,2695,陈捷
2020,美国科赫研究所开展融合科学的实践与启示,2695,肖小溪
2020,生物技术与信息技术的融合发展,3436,刘晓
2020,生物技术与信息技术的融合发展,3436,王跃
2020,生物技术与信息技术的融合发展,3436,毛开云
2020,生物技术与信息技术的融合发展,3436,范月蕾
2020,生物技术与信息技术的融合发展,3436,陶诚
2020,生物技术与信息技术的融合发展,3436,陈大明
2020,生物技术启发下的信息技术革新,2492,汪洋
2020,生物技术启发下的信息技术革新,2492,陈枢舒
2020,生物技术启发下的信息技术革新,2492,魏鑫
2020,生物技术启发下的信息技术革新,2492,孔丽华
2020,生物技术启发下的信息技术革新,2492,洪学海
2020,生物技术启发下的信息技术革新,2492,廖方宇
2020,黄河流域气候与水文变化的现状及思考,3471,马柱国
2020,黄河流域气候与水文变化的现状及思考,3471,符淙斌
2020,黄河流域气候与水文变化的现状及思考,3471,周天军
2020,黄河流域气候与水文变化的现状及思考,3471,严中伟
2020,黄河流域气候与水文变化的现状及思考,3471,李明星
2020,黄河流域气候与水文变化的现状及思考,3471,郑子彦
2020,黄河流域气候与水文变化的现状及思考,3471,陈亮
2020,黄河流域气候与水文变化的现状及思考,3471,吕美霞
2020,黄河源区气候水文和植被覆盖变化及面临问题的对策建议,3021,郑子彦
2020,黄河源区气候水文和植被覆盖变化及面临问题的对策建议,3021,吕美霞
2020,黄河源区气候水文和植被覆盖变化及面临问题的对策建议,3021,马柱国
2020,资源禀赋视角下环境规制对黄河流域资源型城市产业转型的影响,2904,卢硕
2020,资源禀赋视角下环境规制对黄河流域资源型城市产业转型的影响,2904,张文忠
2020,资源禀赋视角下环境规制对黄河流域资源型城市产业转型的影响,2904,李佳洺
2020,黄河流域电力产业时空发展格局及绿色化发展路径,2615,马诗萍
2020,黄河流域电力产业时空发展格局及绿色化发展路径,2615,张文忠
2020,国际放射性废物处置政策及经验启示,3860,吴宜灿
2020,国际放射性废物处置政策及经验启示,3860,赵永康
2020,国际放射性废物处置政策及经验启示,3860,马成辉
2020,国际放射性废物处置政策及经验启示,3860,徐春艳
2020,国际放射性废物处置政策及经验启示,3860,王明煌
2020,国际放射性废物处置政策及经验启示,3860,付雪微
2020,国际放射性废物处置政策及经验启示,3860,邹小亮
2020,国际放射性废物处置政策及经验启示,3860,夏凡
2020,国际放射性废物处置政策及经验启示,3860,王芳
2020,国际放射性废物处置政策及经验启示,3860,周涛
2020,国际放射性废物处置政策及经验启示,3860,胡丽琴
2020,以跨学科大纵深研究策源重大原始创新：新一代集成电路光刻系统突破的启示,10138,余江
2020,以跨学科大纵深研究策源重大原始创新：新一代集成电路光刻系统突破的启示,10138,刘佳丽
2020,以跨学科大纵深研究策源重大原始创新：新一代集成电路光刻系统突破的启示,10138,甘泉
2020,以跨学科大纵深研究策源重大原始创新：新一代集成电路光刻系统突破的启示,10138,李世光
2020,以跨学科大纵深研究策源重大原始创新：新一代集成电路光刻系统突破的启示,10138,张越
2020,中国科学院学部学科发展战略研究的学术影响及其作用,2985,李鹏飞
2020,中国科学院学部学科发展战略研究的学术影响及其作用,2985,马新勇
2020,中国科学院学部学科发展战略研究的学术影响及其作用,2985,沙小晶
2020,中国科学院学部学科发展战略研究的学术影响及其作用,2985,杜鹏
2020,中国科学院学部学科发展战略研究的学术影响及其作用,2985,岳名亮
2020,中国科学院学部学科发展战略研究的学术影响及其作用,2985,欧桂燕
2020,中国科学院学部学科发展战略研究的学术影响及其作用,2985,禾雪瑶
2020,中国科学院学部学科发展战略研究的学术影响及其作用,2985,马廷灿
2020,野外站科研样地建设的思考、探索与展望,2213,杨萍
2020,野外站科研样地建设的思考、探索与展望,2213,白永飞
2020,野外站科研样地建设的思考、探索与展望,2213,宋长春
2020,野外站科研样地建设的思考、探索与展望,2213,吴冬秀
2020,玛曲阿万仓湿地（中国科学院若尔盖高原湿地生态系统研究站供图）,1297,not_specified
2020,中国科学院成立70年成就辉煌——突出原始创新 攻克核心技术,1280,not_specified
2020,中国科学院野外站科研样地建设试点,1167,not_specified
2020,欢迎订阅《中国科学院院刊》,1126,not_specified
2020,目录,1590,not_specified
2020,让科技创新流淌在希望的田野上,1246,本刊特约评论员
2020,科技创新引领黄河三角洲农业高质量发展,2049,白春礼
2020,黄河三角洲农业高质量发展新模式,1902,欧阳竹
2020,黄河三角洲农业高质量发展新模式,1902,王竑晟
